model,task,pass@1_value
Instruct-StarCoder_H,ComplexCalculator,0.0
Instruct-StarCoder_H,CookiesUtil,0.0
Instruct-StarCoder_H,CSVProcessor,0.0
Instruct-StarCoder_H,CurrencyConverter,0.0
Instruct-StarCoder_H,DatabaseProcessor,0.0
Instruct-StarCoder_H,DataStatistics,0.0
Instruct-StarCoder_H,DataStatistics2,0.0
Instruct-StarCoder_H,DataStatistics4,0.0
Instruct-StarCoder_H,DecryptionUtils,0.0
Instruct-StarCoder_H,DiscountStrategy,0.0
Instruct-StarCoder_H,DocFileHandler,0.0
Instruct-StarCoder_H,EightPuzzle,0.0
Instruct-StarCoder_H,EmailClient,0.0
Instruct-StarCoder_H,EncryptionUtils,0.0
Instruct-StarCoder_H,ExcelProcessor,0.0
Instruct-StarCoder_H,ExpressionCalculator,0.0
Instruct-StarCoder_H,FitnessTracker,0.0
Instruct-StarCoder_H,GomokuGame,0.0
Instruct-StarCoder_H,Hotel,0.0
Instruct-StarCoder_H,HRManagementSystem,0.0
Instruct-StarCoder_H,HtmlUtil,0.0
Instruct-StarCoder_H,ImageProcessor,0.0
Instruct-StarCoder_H,Interpolation,0.0
Instruct-StarCoder_H,IPAddress,0.0
Instruct-StarCoder_H,IpUtil,0.0
Instruct-StarCoder_H,JobMarketplace,0.0
Instruct-StarCoder_H,JSONProcessor,0.0
Instruct-StarCoder_H,KappaCalculator,0.0
Instruct-StarCoder_H,Lemmatization,0.0
Instruct-StarCoder_H,LongestWord,1.0
Instruct-StarCoder_H,MahjongConnect,0.0
Instruct-StarCoder_H,Manacher,0.0
Instruct-StarCoder_H,MetricsCalculator,0.0
Instruct-StarCoder_H,MetricsCalculator2,0.0
Instruct-StarCoder_H,MinesweeperGame,0.0
Instruct-StarCoder_H,MovieBookingSystem,0.0
Instruct-StarCoder_H,MovieTicketDB,1.0
Instruct-StarCoder_H,MusicPlayer,1.0
Instruct-StarCoder_H,NLPDataProcessor,0.0
Instruct-StarCoder_H,NLPDataProcessor2,0.0
Instruct-StarCoder_H,NumberConverter,0.0
Instruct-StarCoder_H,NumberWordFormatter,0.0
Instruct-StarCoder_H,NumericEntityUnescaper,0.0
Instruct-StarCoder_H,Order,0.0
Instruct-StarCoder_H,PageUtil,0.0
Instruct-StarCoder_H,PDFHandler,0.0
Instruct-StarCoder_H,PersonRequest,1.0
Instruct-StarCoder_H,PushBoxGame,0.0
Instruct-StarCoder_H,RegexUtils,0.0
Instruct-StarCoder_H,RPGCharacter,0.0
Instruct-StarCoder_H,Server,0.0
Instruct-StarCoder_H,ShoppingCart,0.0
Instruct-StarCoder_H,SignInSystem,0.0
Instruct-StarCoder_H,Snake,0.0
Instruct-StarCoder_H,SplitSentence,0.0
Instruct-StarCoder_H,SQLGenerator,0.0
Instruct-StarCoder_H,SQLQueryBuilder,0.0
Instruct-StarCoder_H,Statistics3,0.0
Instruct-StarCoder_H,StockPortfolioTracker,0.0
Instruct-StarCoder_H,StudentDatabaseProcessor,0.0
Instruct-StarCoder_H,TextFileProcessor,0.0
Instruct-StarCoder_H,Thermostat,0.0
Instruct-StarCoder_H,TicTacToe,0.0
Instruct-StarCoder_H,TimeUtils,0.0
Instruct-StarCoder_H,TriCalculator,0.0
Instruct-StarCoder_H,TwentyFourPointGame,0.0
Instruct-StarCoder_H,URLHandler,0.0
Instruct-StarCoder_H,UrlPath,0.0
Instruct-StarCoder_H,UserLoginDB,0.0
Instruct-StarCoder_H,VectorUtil,0.0
Instruct-StarCoder_H,VendingMachine,0.0
Instruct-StarCoder_H,Warehouse,1.0
Instruct-StarCoder_H,WeatherSystem,0.0
Instruct-StarCoder_H,Words2Numbers,0.0
Instruct-StarCoder_H,XMLProcessor,0.0
Instruct-StarCoder_H,ZipFileProcessor,1.0
Instruct-StarCoder_I,AccessGatewayFilter,0.0
Instruct-StarCoder_I,AreaCalculator,0.0
Instruct-StarCoder_I,ArgumentParser,0.0
Instruct-StarCoder_I,ArrangementCalculator,0.0
Instruct-StarCoder_I,AssessmentSystem,0.0
Instruct-StarCoder_I,AutomaticGuitarSimulator,0.0
Instruct-StarCoder_I,AvgPartition,1.0
Instruct-StarCoder_I,BalancedBrackets,1.0
Instruct-StarCoder_I,BankAccount,0.0
Instruct-StarCoder_I,BigNumCalculator,0.0
Instruct-StarCoder_I,BinaryDataProcessor,0.0
Instruct-StarCoder_I,BitStatusUtil,0.0
Instruct-StarCoder_I,BlackjackGame,0.0
Instruct-StarCoder_I,BookManagement,0.0
Instruct-StarCoder_I,BookManagementDB,0.0
Instruct-StarCoder_I,BoyerMooreSearch,0.0
Instruct-StarCoder_I,Calculator,0.0
Instruct-StarCoder_I,CalendarUtil,0.0
Instruct-StarCoder_I,CamelCaseMap,0.0
Instruct-StarCoder_I,ChandrasekharSieve,0.0
Instruct-StarCoder_I,Chat,0.0
Instruct-StarCoder_I,Classroom,0.0
Instruct-StarCoder_I,ClassRegistrationSystem,0.0
Instruct-StarCoder_I,CombinationCalculator,0.0
Instruct-StarCoder_I,ComplexCalculator,0.0
Instruct-StarCoder_I,CookiesUtil,0.0
Instruct-StarCoder_I,CSVProcessor,0.0
Instruct-StarCoder_I,CurrencyConverter,0.0
Instruct-StarCoder_I,DatabaseProcessor,0.0
Instruct-StarCoder_I,DataStatistics,0.0
Instruct-StarCoder_I,DataStatistics2,0.0
Instruct-StarCoder_I,DataStatistics4,0.0
Instruct-StarCoder_I,DecryptionUtils,0.0
Instruct-StarCoder_I,DiscountStrategy,0.0
Instruct-StarCoder_I,DocFileHandler,0.0
Instruct-StarCoder_I,EightPuzzle,0.0
Instruct-StarCoder_I,EmailClient,0.0
Instruct-StarCoder_I,EncryptionUtils,0.0
Instruct-StarCoder_I,ExcelProcessor,0.0
Instruct-StarCoder_I,ExpressionCalculator,0.0
Instruct-StarCoder_I,FitnessTracker,1.0
Instruct-StarCoder_I,GomokuGame,0.0
Instruct-StarCoder_I,Hotel,1.0
Instruct-StarCoder_I,HRManagementSystem,0.0
Instruct-StarCoder_I,HtmlUtil,0.0
Instruct-StarCoder_I,ImageProcessor,0.0
Instruct-StarCoder_I,Interpolation,0.0
Instruct-StarCoder_I,IPAddress,0.0
Instruct-StarCoder_I,IpUtil,0.0
Instruct-StarCoder_I,JobMarketplace,0.0
Instruct-StarCoder_I,JSONProcessor,0.0
Instruct-StarCoder_I,KappaCalculator,0.0
Instruct-StarCoder_I,Lemmatization,0.0
Instruct-StarCoder_I,LongestWord,0.0
Instruct-StarCoder_I,MahjongConnect,0.0
Instruct-StarCoder_I,Manacher,0.0
Instruct-StarCoder_I,MetricsCalculator,0.0
Instruct-StarCoder_I,MetricsCalculator2,0.0
Instruct-StarCoder_I,MinesweeperGame,0.0
Instruct-StarCoder_I,MovieBookingSystem,0.0
Instruct-StarCoder_I,MovieTicketDB,1.0
Instruct-StarCoder_I,MusicPlayer,0.0
Instruct-StarCoder_I,NLPDataProcessor,0.0
Instruct-StarCoder_I,NLPDataProcessor2,0.0
Instruct-StarCoder_I,NumberConverter,0.0
Instruct-StarCoder_I,NumberWordFormatter,0.0
Instruct-StarCoder_I,NumericEntityUnescaper,0.0
Instruct-StarCoder_I,Order,0.0
Instruct-StarCoder_I,PageUtil,0.0
Instruct-StarCoder_I,PDFHandler,0.0
Instruct-StarCoder_I,PersonRequest,1.0
Instruct-StarCoder_I,PushBoxGame,0.0
Instruct-StarCoder_I,RegexUtils,0.0
Instruct-StarCoder_I,RPGCharacter,0.0
Instruct-StarCoder_I,Server,0.0
Instruct-StarCoder_I,ShoppingCart,0.0
Instruct-StarCoder_I,SignInSystem,1.0
Instruct-StarCoder_I,Snake,0.0
Instruct-StarCoder_I,SplitSentence,0.0
Instruct-StarCoder_I,SQLGenerator,0.0
Instruct-StarCoder_I,SQLQueryBuilder,0.0
Instruct-StarCoder_I,Statistics3,0.0
Instruct-StarCoder_I,StockPortfolioTracker,0.0
Instruct-StarCoder_I,StudentDatabaseProcessor,0.0
Instruct-StarCoder_I,TextFileProcessor,0.0
Instruct-StarCoder_I,Thermostat,0.0
Instruct-StarCoder_I,TicTacToe,0.0
Instruct-StarCoder_I,TimeUtils,0.0
Instruct-StarCoder_I,TriCalculator,0.0
Instruct-StarCoder_I,TwentyFourPointGame,0.0
Instruct-StarCoder_I,URLHandler,0.0
Instruct-StarCoder_I,UrlPath,0.0
Instruct-StarCoder_I,UserLoginDB,0.0
Instruct-StarCoder_I,VectorUtil,0.0
Instruct-StarCoder_I,VendingMachine,0.0
Instruct-StarCoder_I,Warehouse,0.0
Instruct-StarCoder_I,WeatherSystem,0.0
Instruct-StarCoder_I,Words2Numbers,0.0
Instruct-StarCoder_I,XMLProcessor,0.0
Instruct-StarCoder_I,ZipFileProcessor,0.0
PolyCoder_C,AccessGatewayFilter,0.0
PolyCoder_C,AreaCalculator,0.0
PolyCoder_C,ArgumentParser,0.0
PolyCoder_C,ArrangementCalculator,0.0
PolyCoder_C,AssessmentSystem,1.0
PolyCoder_C,AutomaticGuitarSimulator,0.0
PolyCoder_C,AvgPartition,0.0
PolyCoder_C,BalancedBrackets,0.0
PolyCoder_C,BankAccount,0.0
PolyCoder_C,BigNumCalculator,0.0
PolyCoder_C,BinaryDataProcessor,0.0
PolyCoder_C,BitStatusUtil,0.0
PolyCoder_C,BlackjackGame,0.0
PolyCoder_C,BookManagement,0.0
PolyCoder_C,BookManagementDB,0.0
PolyCoder_C,BoyerMooreSearch,0.0
PolyCoder_C,Calculator,0.0
PolyCoder_C,CalendarUtil,0.0
PolyCoder_C,CamelCaseMap,0.0
PolyCoder_C,ChandrasekharSieve,0.0
PolyCoder_C,Chat,0.0
PolyCoder_C,Classroom,0.0
PolyCoder_C,ClassRegistrationSystem,0.0
PolyCoder_C,CombinationCalculator,0.0
PolyCoder_C,ComplexCalculator,0.0
PolyCoder_C,CookiesUtil,0.0
PolyCoder_C,CSVProcessor,0.0
PolyCoder_C,CurrencyConverter,0.0
PolyCoder_C,DatabaseProcessor,0.0
PolyCoder_C,DataStatistics,0.0
PolyCoder_C,DataStatistics2,0.0
PolyCoder_C,DataStatistics4,0.0
PolyCoder_C,DecryptionUtils,0.0
PolyCoder_C,DiscountStrategy,0.0
PolyCoder_C,DocFileHandler,0.0
PolyCoder_C,EightPuzzle,0.0
PolyCoder_C,EmailClient,0.0
PolyCoder_C,EncryptionUtils,0.0
PolyCoder_C,ExcelProcessor,0.0
PolyCoder_C,ExpressionCalculator,0.0
PolyCoder_C,FitnessTracker,0.0
PolyCoder_C,GomokuGame,0.0
PolyCoder_C,Hotel,1.0
PolyCoder_C,HRManagementSystem,0.0
PolyCoder_C,HtmlUtil,0.0
PolyCoder_C,ImageProcessor,0.0
PolyCoder_C,Interpolation,0.0
PolyCoder_C,IPAddress,0.0
PolyCoder_C,IpUtil,0.0
PolyCoder_C,JobMarketplace,0.0
PolyCoder_C,JSONProcessor,0.0
PolyCoder_C,KappaCalculator,0.0
PolyCoder_C,Lemmatization,0.0
PolyCoder_C,LongestWord,0.0
PolyCoder_C,MahjongConnect,0.0
PolyCoder_C,Manacher,0.0
PolyCoder_C,MetricsCalculator,0.0
PolyCoder_C,MetricsCalculator2,0.0
PolyCoder_C,MinesweeperGame,0.0
PolyCoder_C,MovieBookingSystem,0.0
PolyCoder_C,MovieTicketDB,0.0
PolyCoder_C,MusicPlayer,0.0
PolyCoder_C,NLPDataProcessor,0.0
PolyCoder_C,NLPDataProcessor2,0.0
PolyCoder_C,NumberConverter,0.0
PolyCoder_C,NumberWordFormatter,0.0
PolyCoder_C,NumericEntityUnescaper,0.0
PolyCoder_C,Order,0.0
PolyCoder_C,PageUtil,0.0
PolyCoder_C,PDFHandler,0.0
PolyCoder_C,PersonRequest,0.0
PolyCoder_C,PushBoxGame,0.0
PolyCoder_C,RegexUtils,0.0
PolyCoder_C,RPGCharacter,0.0
PolyCoder_C,Server,0.0
PolyCoder_C,ShoppingCart,0.0
PolyCoder_C,SignInSystem,0.0
PolyCoder_C,Snake,0.0
PolyCoder_C,SplitSentence,0.0
PolyCoder_C,SQLGenerator,0.0
PolyCoder_C,SQLQueryBuilder,0.0
PolyCoder_C,Statistics3,0.0
PolyCoder_C,StockPortfolioTracker,0.0
PolyCoder_C,StudentDatabaseProcessor,0.0
PolyCoder_C,TextFileProcessor,0.0
PolyCoder_C,Thermostat,0.0
PolyCoder_C,TicTacToe,0.0
PolyCoder_C,TimeUtils,0.0
PolyCoder_C,TriCalculator,0.0
PolyCoder_C,TwentyFourPointGame,0.0
PolyCoder_C,URLHandler,0.0
PolyCoder_C,UrlPath,0.0
PolyCoder_C,UserLoginDB,0.0
PolyCoder_C,VectorUtil,0.0
PolyCoder_C,VendingMachine,0.0
PolyCoder_C,Warehouse,0.0
PolyCoder_C,WeatherSystem,0.0
PolyCoder_C,Words2Numbers,0.0
PolyCoder_C,XMLProcessor,0.0
PolyCoder_C,ZipFileProcessor,0.0
PolyCoder_H,AccessGatewayFilter,0.0
PolyCoder_H,AreaCalculator,0.0
PolyCoder_H,ArgumentParser,0.0
PolyCoder_H,ArrangementCalculator,0.0
PolyCoder_H,AssessmentSystem,0.0
PolyCoder_H,AutomaticGuitarSimulator,0.0
PolyCoder_H,AvgPartition,0.0
PolyCoder_H,BalancedBrackets,0.0
PolyCoder_H,BankAccount,0.0
PolyCoder_H,BigNumCalculator,0.0
PolyCoder_H,BinaryDataProcessor,0.0
PolyCoder_H,BitStatusUtil,0.0
PolyCoder_H,BlackjackGame,0.0
PolyCoder_H,BookManagement,0.0
PolyCoder_H,BookManagementDB,0.0
PolyCoder_H,BoyerMooreSearch,0.0
PolyCoder_H,Calculator,0.0
PolyCoder_H,CalendarUtil,0.0
PolyCoder_H,CamelCaseMap,0.0
PolyCoder_H,ChandrasekharSieve,0.0
PolyCoder_H,Chat,0.0
PolyCoder_H,Classroom,0.0
PolyCoder_H,ClassRegistrationSystem,0.0
PolyCoder_H,CombinationCalculator,0.0
PolyCoder_H,ComplexCalculator,0.0
PolyCoder_H,CookiesUtil,0.0
PolyCoder_H,CSVProcessor,0.0
PolyCoder_H,CurrencyConverter,0.0
PolyCoder_H,DatabaseProcessor,0.0
PolyCoder_H,DataStatistics,0.0
PolyCoder_H,DataStatistics2,0.0
PolyCoder_H,DataStatistics4,0.0
PolyCoder_H,DecryptionUtils,0.0
PolyCoder_H,DiscountStrategy,0.0
PolyCoder_H,DocFileHandler,0.0
PolyCoder_H,EightPuzzle,0.0
PolyCoder_H,EmailClient,0.0
PolyCoder_H,EncryptionUtils,0.0
PolyCoder_H,ExcelProcessor,0.0
PolyCoder_H,ExpressionCalculator,0.0
PolyCoder_H,FitnessTracker,0.0
PolyCoder_H,GomokuGame,0.0
PolyCoder_H,Hotel,0.0
PolyCoder_H,HRManagementSystem,0.0
PolyCoder_H,HtmlUtil,0.0
PolyCoder_H,ImageProcessor,0.0
PolyCoder_H,Interpolation,0.0
PolyCoder_H,IPAddress,0.0
PolyCoder_H,IpUtil,0.0
PolyCoder_H,JobMarketplace,0.0
PolyCoder_H,JSONProcessor,0.0
PolyCoder_H,KappaCalculator,0.0
PolyCoder_H,Lemmatization,0.0
PolyCoder_H,LongestWord,0.0
PolyCoder_H,MahjongConnect,0.0
PolyCoder_H,Manacher,0.0
PolyCoder_H,MetricsCalculator,0.0
PolyCoder_H,MetricsCalculator2,0.0
PolyCoder_H,MinesweeperGame,0.0
PolyCoder_H,MovieBookingSystem,0.0
PolyCoder_H,MovieTicketDB,0.0
PolyCoder_H,MusicPlayer,1.0
PolyCoder_H,NLPDataProcessor,0.0
PolyCoder_H,NLPDataProcessor2,0.0
PolyCoder_H,NumberConverter,0.0
PolyCoder_H,NumberWordFormatter,0.0
PolyCoder_H,NumericEntityUnescaper,0.0
PolyCoder_H,Order,0.0
PolyCoder_H,PageUtil,0.0
PolyCoder_H,PDFHandler,0.0
PolyCoder_H,PersonRequest,0.0
PolyCoder_H,PushBoxGame,0.0
PolyCoder_H,RegexUtils,0.0
PolyCoder_H,RPGCharacter,0.0
PolyCoder_H,Server,0.0
PolyCoder_H,ShoppingCart,0.0
PolyCoder_H,SignInSystem,0.0
PolyCoder_H,Snake,0.0
PolyCoder_H,SplitSentence,0.0
PolyCoder_H,SQLGenerator,0.0
PolyCoder_H,SQLQueryBuilder,0.0
PolyCoder_H,Statistics3,0.0
PolyCoder_H,StockPortfolioTracker,0.0
PolyCoder_H,StudentDatabaseProcessor,0.0
PolyCoder_H,TextFileProcessor,0.0
PolyCoder_H,Thermostat,0.0
PolyCoder_H,TicTacToe,0.0
PolyCoder_H,TimeUtils,0.0
PolyCoder_H,TriCalculator,0.0
PolyCoder_H,TwentyFourPointGame,0.0
PolyCoder_H,URLHandler,0.0
PolyCoder_H,UrlPath,0.0
PolyCoder_H,UserLoginDB,0.0
PolyCoder_H,VectorUtil,0.0
PolyCoder_H,VendingMachine,0.0
PolyCoder_H,Warehouse,0.0
PolyCoder_H,WeatherSystem,0.0
PolyCoder_H,Words2Numbers,0.0
PolyCoder_H,XMLProcessor,0.0
PolyCoder_H,ZipFileProcessor,0.0
PolyCoder_I,AccessGatewayFilter,0.0
PolyCoder_I,AreaCalculator,0.0
PolyCoder_I,ArgumentParser,0.0
PolyCoder_I,ArrangementCalculator,0.0
PolyCoder_I,AssessmentSystem,1.0
PolyCoder_I,AutomaticGuitarSimulator,0.0
PolyCoder_I,AvgPartition,0.0
PolyCoder_I,BalancedBrackets,0.0
PolyCoder_I,BankAccount,0.0
PolyCoder_I,BigNumCalculator,0.0
PolyCoder_I,BinaryDataProcessor,0.0
PolyCoder_I,BitStatusUtil,0.0
PolyCoder_I,BlackjackGame,0.0
PolyCoder_I,BookManagement,0.0
PolyCoder_I,BookManagementDB,0.0
PolyCoder_I,BoyerMooreSearch,0.0
PolyCoder_I,Calculator,0.0
PolyCoder_I,CalendarUtil,0.0
PolyCoder_I,CamelCaseMap,0.0
PolyCoder_I,ChandrasekharSieve,0.0
PolyCoder_I,Chat,0.0
PolyCoder_I,Classroom,0.0
PolyCoder_I,ClassRegistrationSystem,0.0
PolyCoder_I,CombinationCalculator,0.0
PolyCoder_I,ComplexCalculator,0.0
PolyCoder_I,CookiesUtil,0.0
PolyCoder_I,CSVProcessor,0.0
PolyCoder_I,CurrencyConverter,0.0
PolyCoder_I,DatabaseProcessor,0.0
PolyCoder_I,DataStatistics,0.0
PolyCoder_I,DataStatistics2,0.0
PolyCoder_I,DataStatistics4,0.0
PolyCoder_I,DecryptionUtils,0.0
PolyCoder_I,DiscountStrategy,0.0
PolyCoder_I,DocFileHandler,0.0
PolyCoder_I,EightPuzzle,0.0
PolyCoder_I,EmailClient,0.0
PolyCoder_I,EncryptionUtils,0.0
PolyCoder_I,ExcelProcessor,0.0
PolyCoder_I,ExpressionCalculator,0.0
PolyCoder_I,FitnessTracker,0.0
PolyCoder_I,GomokuGame,0.0
PolyCoder_I,Hotel,0.0
PolyCoder_I,HRManagementSystem,0.0
PolyCoder_I,HtmlUtil,0.0
PolyCoder_I,ImageProcessor,0.0
PolyCoder_I,Interpolation,0.0
PolyCoder_I,IPAddress,0.0
PolyCoder_I,IpUtil,0.0
PolyCoder_I,JobMarketplace,0.0
PolyCoder_I,JSONProcessor,0.0
PolyCoder_I,KappaCalculator,0.0
PolyCoder_I,Lemmatization,0.0
PolyCoder_I,LongestWord,1.0
PolyCoder_I,MahjongConnect,0.0
PolyCoder_I,Manacher,0.0
PolyCoder_I,MetricsCalculator,0.0
PolyCoder_I,MetricsCalculator2,0.0
PolyCoder_I,MinesweeperGame,0.0
PolyCoder_I,MovieBookingSystem,0.0
PolyCoder_I,MovieTicketDB,0.0
PolyCoder_I,MusicPlayer,1.0
PolyCoder_I,NLPDataProcessor,0.0
PolyCoder_I,NLPDataProcessor2,0.0
PolyCoder_I,NumberConverter,0.0
PolyCoder_I,NumberWordFormatter,0.0
PolyCoder_I,NumericEntityUnescaper,0.0
PolyCoder_I,Order,0.0
PolyCoder_I,PageUtil,0.0
PolyCoder_I,PDFHandler,0.0
PolyCoder_I,PersonRequest,0.0
PolyCoder_I,PushBoxGame,0.0
PolyCoder_I,RegexUtils,0.0
PolyCoder_I,RPGCharacter,0.0
PolyCoder_I,Server,0.0
PolyCoder_I,ShoppingCart,0.0
PolyCoder_I,SignInSystem,0.0
PolyCoder_I,Snake,0.0
PolyCoder_I,SplitSentence,0.0
PolyCoder_I,SQLGenerator,0.0
PolyCoder_I,SQLQueryBuilder,0.0
PolyCoder_I,Statistics3,0.0
PolyCoder_I,StockPortfolioTracker,0.0
PolyCoder_I,StudentDatabaseProcessor,0.0
PolyCoder_I,TextFileProcessor,0.0
PolyCoder_I,Thermostat,0.0
PolyCoder_I,TicTacToe,0.0
PolyCoder_I,TimeUtils,0.0
PolyCoder_I,TriCalculator,0.0
PolyCoder_I,TwentyFourPointGame,0.0
PolyCoder_I,URLHandler,0.0
PolyCoder_I,UrlPath,0.0
PolyCoder_I,UserLoginDB,0.0
PolyCoder_I,VectorUtil,0.0
PolyCoder_I,VendingMachine,0.0
PolyCoder_I,Warehouse,0.0
PolyCoder_I,WeatherSystem,0.0
PolyCoder_I,Words2Numbers,0.0
PolyCoder_I,XMLProcessor,0.0
PolyCoder_I,ZipFileProcessor,0.0
SantaCoder_C,AccessGatewayFilter,0.0
SantaCoder_C,AreaCalculator,0.0
SantaCoder_C,ArgumentParser,0.0
SantaCoder_C,ArrangementCalculator,0.0
SantaCoder_C,AssessmentSystem,1.0
SantaCoder_C,AutomaticGuitarSimulator,0.0
SantaCoder_C,AvgPartition,0.0
SantaCoder_C,BalancedBrackets,0.0
SantaCoder_C,BankAccount,0.0
SantaCoder_C,BigNumCalculator,0.0
SantaCoder_C,BinaryDataProcessor,0.0
SantaCoder_C,BitStatusUtil,0.0
SantaCoder_C,BlackjackGame,0.0
SantaCoder_C,BookManagement,0.0
SantaCoder_C,BookManagementDB,0.0
SantaCoder_C,BoyerMooreSearch,0.0
SantaCoder_C,Calculator,0.0
SantaCoder_C,CalendarUtil,0.0
SantaCoder_C,CamelCaseMap,0.0
SantaCoder_C,ChandrasekharSieve,0.0
SantaCoder_C,Chat,0.0
SantaCoder_C,Classroom,0.0
SantaCoder_C,ClassRegistrationSystem,0.0
SantaCoder_C,CombinationCalculator,0.0
SantaCoder_C,ComplexCalculator,0.0
SantaCoder_C,CookiesUtil,0.0
SantaCoder_C,CSVProcessor,0.0
SantaCoder_C,CurrencyConverter,0.0
SantaCoder_C,DatabaseProcessor,0.0
SantaCoder_C,DataStatistics,0.0
SantaCoder_C,DataStatistics2,0.0
SantaCoder_C,DataStatistics4,0.0
SantaCoder_C,DecryptionUtils,0.0
SantaCoder_C,DiscountStrategy,0.0
SantaCoder_C,DocFileHandler,0.0
SantaCoder_C,EightPuzzle,0.0
SantaCoder_C,EmailClient,0.0
SantaCoder_C,EncryptionUtils,0.0
SantaCoder_C,ExcelProcessor,0.0
SantaCoder_C,ExpressionCalculator,0.0
SantaCoder_C,FitnessTracker,0.0
SantaCoder_C,GomokuGame,0.0
SantaCoder_C,Hotel,1.0
SantaCoder_C,HRManagementSystem,0.0
SantaCoder_C,HtmlUtil,0.0
SantaCoder_C,ImageProcessor,0.0
SantaCoder_C,Interpolation,0.0
SantaCoder_C,IPAddress,0.0
SantaCoder_C,IpUtil,0.0
SantaCoder_C,JobMarketplace,0.0
SantaCoder_C,JSONProcessor,0.0
SantaCoder_C,KappaCalculator,0.0
SantaCoder_C,Lemmatization,0.0
SantaCoder_C,LongestWord,0.0
SantaCoder_C,MahjongConnect,0.0
SantaCoder_C,Manacher,0.0
SantaCoder_C,MetricsCalculator,0.0
SantaCoder_C,MetricsCalculator2,0.0
SantaCoder_C,MinesweeperGame,0.0
SantaCoder_C,MovieBookingSystem,0.0
SantaCoder_C,MovieTicketDB,0.0
SantaCoder_C,MusicPlayer,0.0
SantaCoder_C,NLPDataProcessor,0.0
SantaCoder_C,NLPDataProcessor2,0.0
SantaCoder_C,NumberConverter,0.0
SantaCoder_C,NumberWordFormatter,0.0
SantaCoder_C,NumericEntityUnescaper,0.0
SantaCoder_C,Order,0.0
SantaCoder_C,PageUtil,0.0
SantaCoder_C,PDFHandler,0.0
SantaCoder_C,PersonRequest,0.0
SantaCoder_C,PushBoxGame,0.0
SantaCoder_C,RegexUtils,0.0
SantaCoder_C,RPGCharacter,0.0
SantaCoder_C,Server,0.0
SantaCoder_C,ShoppingCart,0.0
SantaCoder_C,SignInSystem,0.0
SantaCoder_C,Snake,0.0
SantaCoder_C,SplitSentence,0.0
SantaCoder_C,SQLGenerator,0.0
SantaCoder_C,SQLQueryBuilder,0.0
SantaCoder_C,Statistics3,0.0
SantaCoder_C,StockPortfolioTracker,0.0
SantaCoder_C,StudentDatabaseProcessor,0.0
SantaCoder_C,TextFileProcessor,0.0
SantaCoder_C,Thermostat,0.0
SantaCoder_C,TicTacToe,0.0
SantaCoder_C,TimeUtils,0.0
SantaCoder_C,TriCalculator,0.0
SantaCoder_C,TwentyFourPointGame,0.0
SantaCoder_C,URLHandler,0.0
SantaCoder_C,UrlPath,0.0
SantaCoder_C,UserLoginDB,0.0
SantaCoder_C,VectorUtil,0.0
SantaCoder_C,VendingMachine,0.0
SantaCoder_C,Warehouse,0.0
SantaCoder_C,WeatherSystem,0.0
SantaCoder_C,Words2Numbers,0.0
SantaCoder_C,XMLProcessor,0.0
SantaCoder_C,ZipFileProcessor,0.0
SantaCoder_H,AccessGatewayFilter,0.0
SantaCoder_H,AreaCalculator,0.0
SantaCoder_H,ArgumentParser,0.0
SantaCoder_H,ArrangementCalculator,0.0
SantaCoder_H,AssessmentSystem,0.0
SantaCoder_H,AutomaticGuitarSimulator,0.0
SantaCoder_H,AvgPartition,0.0
SantaCoder_H,BalancedBrackets,0.0
SantaCoder_H,BankAccount,0.0
SantaCoder_H,BigNumCalculator,0.0
SantaCoder_H,BinaryDataProcessor,0.0
SantaCoder_H,BitStatusUtil,0.0
SantaCoder_H,BlackjackGame,0.0
SantaCoder_H,BookManagement,0.0
SantaCoder_H,BookManagementDB,0.0
SantaCoder_H,BoyerMooreSearch,0.0
SantaCoder_H,Calculator,0.0
SantaCoder_H,CalendarUtil,0.0
SantaCoder_H,CamelCaseMap,0.0
SantaCoder_H,ChandrasekharSieve,0.0
SantaCoder_H,Chat,0.0
SantaCoder_H,Classroom,0.0
SantaCoder_H,ClassRegistrationSystem,0.0
SantaCoder_H,CombinationCalculator,0.0
SantaCoder_H,ComplexCalculator,0.0
SantaCoder_H,CookiesUtil,0.0
SantaCoder_H,CSVProcessor,0.0
SantaCoder_H,CurrencyConverter,0.0
SantaCoder_H,DatabaseProcessor,0.0
SantaCoder_H,DataStatistics,0.0
SantaCoder_H,DataStatistics2,0.0
SantaCoder_H,DataStatistics4,0.0
SantaCoder_H,DecryptionUtils,0.0
SantaCoder_H,DiscountStrategy,0.0
SantaCoder_H,DocFileHandler,0.0
SantaCoder_H,EightPuzzle,0.0
SantaCoder_H,EmailClient,0.0
SantaCoder_H,EncryptionUtils,0.0
SantaCoder_H,ExcelProcessor,0.0
SantaCoder_H,ExpressionCalculator,0.0
SantaCoder_H,FitnessTracker,0.0
SantaCoder_H,GomokuGame,0.0
SantaCoder_H,Hotel,1.0
SantaCoder_H,HRManagementSystem,0.0
SantaCoder_H,HtmlUtil,0.0
SantaCoder_H,ImageProcessor,0.0
SantaCoder_H,Interpolation,0.0
SantaCoder_H,IPAddress,0.0
SantaCoder_H,IpUtil,0.0
SantaCoder_H,JobMarketplace,0.0
SantaCoder_H,JSONProcessor,0.0
SantaCoder_H,KappaCalculator,0.0
SantaCoder_H,Lemmatization,0.0
SantaCoder_H,LongestWord,0.0
SantaCoder_H,MahjongConnect,0.0
